DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,2022 Volume,2023 Volume,2024 Volume,2022Month,2023Month,2024Month,2022 Revenue,2023 Revenue,2024 Revenue
Japan,Osaka - Kansai,JTI,MEVIUS,87830,MEVIUS - SUPER LIGHTS KS BOX,200,755600,6301000,7639600,12,12,12,14734200,122869500,148972200
France,Paris Charles De Gaulle,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,1496400,1440200,926600,12,12,11,366618,475758.92,325579.9
India,Lucknow,BAT,UNDEFINED,0,UNDEFINED,0,23439,28808,29936,3,2,4,0,0,0
Bulgaria,Bourgas,KING'S TOBACCO,CORSET,109455,CORSET - MAUVE A PORTER 100's NEW GENERATION SHOULDER BOX SUPERSLIMS,200,20400,70800,43800,2,8,10,0,15526.46,7008
Germany,Nuernberg,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,45600,53000,0,8,12,0,8664,11753,0
Saudi Arabia,RIYADH,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,629000,497800,297000,12,12,11,0,184559.57,117345.12
Great Britain,Norwich,PMI,MARLBORO,122752,MARLBORO - (RED FWD) KS RCB - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,400,0,0,0,0,0,120,0,0
Morocco,Ouarzazate,IMPERIAL BRANDS,FORTUNA,43467,FORTUNA - KS BOX,400,3048,6106,4938,1,0,0,289.56,580.07,469.11
Caribbean Other,Basseterre (Saint Kitts),PMI,MARLBORO,139305,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,4800,7200,0,1,2,0,851.44,1366
Dominican Republic,Puerto Plata,JTI,NATURAL AMERICAN SPIRIT,54054,NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,200,0,0,3000,0,0,2,0,0,808.8
Bahrain,Manama,PMI,MARLBORO,123409,MARLBORO - DOUBLE ICE KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,1029600,890600,940000,12,12,11,167097.78,152730.26,164171
Mongolia,Ulaanbaatar,POESCHL TABAK GMBH,PUEBLO,55812,PUEBLO - KS BOX,200,0,0,5800,0,0,2,0,0,
Spain,Santander,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,37400,71800,63200,9,12,11,6675.9,18174.67,19690.8
Italy,Ciampino Airport,PMI,CHESTERFIELD,123372,CHESTERFIELD - ORIGINAL (4.0) KS BOX - ITALY DF - IDM ITALY,200,66400,64800,55400,12,12,11,13280,13166,11857.08
Australia,Perth,JTI,CAMEL,88440,CAMEL - FILTER KS BOX,200,2400,1600,4800,0,0,2,0,904,2712
China,Shenyang Taoxian,BAT,STATE EXPRESS 555,38071,STATE EXPRESS 555,200,934,10679,15109,0,5,11,581.3,6356.65,9443.125
Kyrgyzstan,Manas,IMPERIAL BRANDS,DAVIDOFF,45962,DAVIDOFF - GOLD 90's OCTAGONAL PACK,200,0,15800,49600,0,5,11,0,1422,4464
Turkey,Dalaman Airport,PMI,MARLBORO,123073,MARLBORO - GOLD (3.5) 100's SOFT - TURKEY DF,200,0,0,105400,0,0,7,0,0,24716.3
Jamaica,Montego Bay,PMI,MARLBORO,125841,MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,0,256400,464400,0,7,11,0,49998,90928
Peru,Lima,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,200,41200,19600,21800,10,9,6,0,3626,4033
Morocco,Nador,BAT,ROTHMANS,46008,ROTHMANS - (BLUE) KS BOX,600,4200,6000,1800,1,3,0,476,684.43,205.5
Great Britain,Cardiff,JTI,SILK CUT,46016,SILK CUT - SILVER KS BOX,200,13000,13600,14800,8,6,6,4160,4674.01,5758
South Korea,Incheon,PMI,PARLIAMENT,107979,PARLIAMENT - AQUA 3 KS RCB JUMBO RC WHITE - KOREA DF,200,1284000,0,0,11,0,0,187972,0,0
France,Nantes,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,73800,116200,79800,10,12,11,18081,38420.2,28137.9
Turkey,Izmir Airport,BAT,KENT,88319,KENT - HDI BLUE KS RCB SLIMS,600,0,46200,61800,0,7,10,0,7504.5,9799.5
Brazil,Fortaleza,PMI,L&M,139322,L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,0,600,12200,0,0,5,0,84,1780
India,Hyderabad,PMI,MARLBORO,118496,MARLBORO - FILTER + EXTRA (FWD) KS RCB JUMBO RC WHITE - SOUTH ASIA DF,200,89966,59987,39990,5,4,4,1312342.35,10797.66,7198.2
China,Shanghai Hongqiao,JTI,MORE,46828,MORE - MENTHOL KS BOX,200,0,59092,76744,0,9,11,0,23341.34,30313.88
Spain,Reus,JTI,MAYFAIR,44279,MAYFAIR - KS BOX,200,415400,378000,363000,7,8,8,77679.8,95947.55,115933.03
France,Paris Orly,JTI,WINSTON,70991,WINSTON - XS FRESH MENTHOL MENTHOL 100's D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,0,116400,722800,0,4,11,0,39692.4,255307.4
China,Changchun Longjia,CHINA NATIONAL,FURONGWANG,103407,FURONGWANG - KS BOX,200,2973,34857,11610,2,10,3,4251.39,49845.51,16602.3
Turkey,Gaziantep Airport,PMI,PARLIAMENT,91499,PARLIAMENT - NIGHT BLUE 100's SOFT 400 WHITE - TURKEY DF,400,46800,45200,0,8,10,0,5967,5763,0
Mexico,Cozumel,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,4400,2600,2800,2,1,0,682,456,530
China,Changsha Huanghua,CHINA NATIONAL,CHUNGHWA,43087,CHUNGHWA - KS BOX,200,17201,669483,1243204,7,12,11,27951.625,1087909.875,2020206.5
Mali,Bamako,BAT,ROTHMANS,45801,ROTHMANS - INTERNATIONAL KS BOX,200,5400,1200,0,1,0,0,0,0,0
Argentina,Buenos Aires Aeroparque,PMI,PHILIP MORRIS,98473,PHILIP MORRIS - (RED) KS BOX 400 - ARGENTINA DF,400,165600,289600,196400,5,12,11,15766.5,31692.5,21655
Egypt,Marsa Aalam,JTI,CAMEL,43025,CAMEL - LIGHTS KS BOX,600,14960,6387,0,7,3,0,1620.666666667,691.925,0
Spain,Palma De Mallorca,JTI,STERLING,46018,STERLING - SUPERKINGS SMOOTH 100's BOX,200,116600,0,0,5,0,0,20579.9,0,0
Ukraine,Lviv,LVOVSKA TABAK. FAB.,MARVEL,40385,MARVEL,200,813900,0,0,2,0,0,,0,0
United Arab Emirates,Dubai,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,4027800,3266000,3864400,12,12,11,372631.35,383289.49,515769.92
Sri Lanka,Colombo,BAT,DUNHILL,58419,DUNHILL - FINE CUT (BURGUNDY) 90's BOX SLIMS,200,10000,85600,78200,3,12,10,1400,11060.6,8952.67
Bahrain,Manama,JTI,WINSTON,54447,WINSTON - WHITE KS RCB,200,0,445800,156200,0,12,11,0,28093.45,6218.73
Spain,Ibiza,BAT,PALL MALL,53263,PALL MALL - (RED) KS BOX,200,51200,40600,22200,7,6,7,9574.4,9043.65,5815.91
Brazil,Sao Paulo - Guarulhos,BAT,LUCKY STRIKE,86599,LUCKY STRIKE - ORIGINAL TOBACCO (BLUE) KS BOX,200,139600,0,0,8,0,0,18148,0,0
France,Grenoble,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,1000,12800,7600,0,4,4,240,4096.7,2591.6
Great Britain,London Stansted,BAT,ROTHMANS,46008,ROTHMANS - (BLUE) KS BOX,400,0,5600,165600,0,1,11,0,1134,35444
Mexico,Puerto Vallarta,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,0,0,2600,0,0,1,0,0,520
Mexico,Mexico City,IMPERIAL BRANDS,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,200,8200,7800,4000,2,0,0,1435,1540,700
Tunisia,Monastir,BAT,DUNHILL,49364,DUNHILL - (BLUE) KS BOX,200,0,0,48600,0,0,7,0,0,8677.44
Italy,Rome Fiumicino,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,200,472000,815800,957400,12,12,11,101480,198913.77,238992.61
China,Wenzhou Longwan,BAT,KENT,59762,KENT - CONVERTIBLES KS RCB C,200,452,8245,13347,0,3,8,271.2,4947,8008.2
Switzerland,Geneva,JTI,CAMEL,49844,CAMEL - (YELLOW) KS BOX,600,22200,276000,285000,1,12,11,5054.2,62836,64885
United Arab Emirates,Dubai,IMPERIAL BRANDS,WEST,46754,WEST - BLUE KS BOX,400,856000,2180800,725600,6,12,5,42800,392544,130608
China,Fuzhou Changle,BAT,KENT,59762,KENT - CONVERTIBLES KS RCB C,200,426,8466,4440,0,2,3,255.6,5079.6,2664
Turkey,Konya Airport,PMI,PARLIAMENT,70904,PARLIAMENT - NIGHT BLUE 100's SOFT WHITE - TURKEY DF,200,0,13400,20600,0,5,6,0,1842.5,2832.5
Switzerland,Basel,IMPERIAL BRANDS,WEST,46023,WEST - RED KS BOX,400,22400,118000,62800,3,12,11,3931.2,26477.92,14232.46
Greece,Alexandoupolis,BAT,PETER STUYVESANT,50531,PETER STUYVESANT - (RED) KS BOX,200,24400,19200,13000,6,4,4,3660,2880,2387
China,Shanghai Pudong,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,93060,663822,812320,10,12,11,61884.9,441441.63,540192.8
Spain,Alicante,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,461800,593600,536600,12,12,11,89358.3,132456.9,132044.26
Singapore,Singapore - Changi,BAT,DUNHILL,93600,DUNHILL - SWITCH KS BOX C,200,562600,428000,0,11,4,0,112520,85600,0
China,Xian Xianyang,JTI,SOBRANIE,44857,SOBRANIE - BLACK RUSSIAN KS BOX,200,3453,18838,17801,0,8,9,3793.8419,20546.7422,19581.1
Morocco,Tangier,BAT,VOGUE,70512,VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,53645,79763,91063,8,12,11,9119.65,13559.71,15480.71
Mongolia,Ulaanbaatar,PMI,PARLIAMENT,99016,PARLIAMENT - NIGHT BLUE KS RCB WHITE - CES-EE-CA DF-ENG TXT,200,61000,61400,18600,12,11,3,10065,6996,2046
Egypt,Hurgada,PMI,PARLIAMENT,122961,PARLIAMENT - PLATINUM BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,151600,248200,0,8,11,0,25672.17,43207
Mexico,Cozumel,PMI,MARLBORO,104440,MARLBORO - (RED FWD) KS BOX TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,200,13000,6000,0,5,2,0,2665,1200,0
China,Guangzhou Baiyun,JTI,CAMEL,43025,CAMEL - LIGHTS KS BOX,200,40584,1297614,2117358,8,11,11,22321.2,713687.7,1164546.9
Japan,Sendai,PMI,MARLBORO,118652,MARLBORO - FUSION BLAST 5 MENTHOL KS BOX C WHITE - JAPAN DF,200,0,13000,36200,0,6,10,0,284050,790970
Tunisia,Tunis,PMI,MARLBORO,122897,MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCS C WRG JUMBO RC WHITE - GENERIC DF-ENG TXT,200,134000,556200,376200,6,12,11,25353.1,108722.5,79734.9
Ghana,Accra,PMI,MARLBORO,98236,MARLBORO - (RED FWD) KS BOX - AFRICA DF-ENG TXT,200,92000,113800,195600,12,12,11,13800,17129.48,29539.8
Malaysia,Johor Bahru,JTI,MEVIUS,89726,MEVIUS - SKY BLUE KS RCB,200,0,295000,515000,0,9,11,0,175300,317575
China,Fuzhou Changle,CHINA NATIONAL,FURONGWANG,103407,FURONGWANG - KS BOX,200,989,19607,10310,0,9,3,1414.27,28038.01,14743.3
Turkey,Kayseri Airport,BAT,VOGUE,70512,VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,18200,0,0,6,0,0,3276,0,0
South Korea,Busan - Kimhae,Undefined,UNDEFINED,0,UNDEFINED,200,25400,218600,0,4,5,0,0,0,0
Tunisia,Monastir,BAT,VOGUE,50571,VOGUE - LILAS 100's BOX SLIMS,200,0,0,79000,0,0,6,0,0,14668.72
Turkey,Samsun Airport,PMI,MURATTI,97289,MURATTI - ROSSO KS RCB 600 WHITE - TURKEY DF,600,600,1800,1200,0,1,1,66,198,132
Tunisia,Monastir,IMPERIAL BRANDS,WEST,46755,WEST - SILVER KS BOX,200,0,0,30000,0,0,8,0,0,4012.47
China,Xuzhou Guanyin,BAT,STATE EXPRESS 555,47026,STATE EXPRESS 555 - INTERNATIONAL 100's BOX,200,0,20,50,0,0,0,0,15,37.5
China,Wenzhou Longwan,BAT,STATE EXPRESS 555,57655,STATE EXPRESS 555 - MANDARIN PEARL 90's,200,1947,35595,57564,0,12,11,1626.25,28525.55,46051.2
Netherlands,Eindhoven,PMI,L&M,123702,L&M - RED LABEL (5.0 CWB) KS BOX - NETHERLANDS DF - IDM NETHERLANDS,200,75200,75600,47000,11,10,12,15021.2,21149.1,13148.25
Japan,Chubu,PMI,MARLBORO,118653,MARLBORO - GOLD (3.0 ORIGINAL) KS RCB 400 SPECIAL OUTER WHITE - JAPAN DF,400,244800,517600,804400,11,12,12,4736880,10015560,15565140
Senegal,Leopold Sedar Senghar,IMPERIAL BRANDS,DAVIDOFF,88458,DAVIDOFF - GOLD KS BOX,200,0,10000,66600,0,2,11,0,700000,5926000
Morocco,Rabat,JTI,CAMEL,91604,CAMEL - ACTIVATE (BLUE) KS CURVE PACK C,600,16800,37800,81600,2,12,11,2088.32,4558,11871
Morocco,Nador,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,400,10800,8800,12400,5,2,8,810,902,1271
Mexico,Los Cabos,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,600,13200,23400,22200,4,8,8,1650,3358,3399
France,Lyon Saint Exupery,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,200,30400,33400,33000,11,11,10,7980,10467.15,12272.4
Greece,Heraklion Airport,PMI,MARLBORO,125457,MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - ENGLISH GHW TPD2 DF - IDM GREECE,600,0,0,171600,0,0,8,0,0,33013.5
China,Sanya Fenghuang,BAT,STATE EXPRESS 555,52627,STATE EXPRESS 555 - (YELLOW) KS BOX,200,0,2292,820,0,0,0,0,1386.6,512.5
Morocco,Casablanca,PMI,MARLBORO,123412,MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,203800,653000,0,6,11,0,36494,118029
China,Kunming Wujiaba,NANYANG BROTHERS,DOUBLE HAPPINESS,85873,DOUBLE HAPPINESS - CLASSIC DELUXE LS BOX,200,47926,137090,89654,10,12,9,40257.84,115155.6,75309.36
Tanzania,Dar Es Salaam,BAT,VOGUE,51103,VOGUE - LILAS 100's BOX SUPERSLIMS,200,28000,37000,45000,11,10,11,0,11890000.01,17625499.93
Spain,Barcelona,KING'S TOBACCO,CORSET,60717,CORSET - (PINK) 100's BOX SUPERSLIMS,200,0,41400,54200,0,6,10,0,8010.9,11076.24
Morocco,Marrakech,PMI,MARLBORO,122221,MARLBORO - DOUBLE FUSION PURPLE MENTHOL KS RCB C TRU JUMBO RC WHITE - JORDAN DF,200,37200,397200,701200,1,8,11,6882,71718,129722
Kosovo,PRISTINA,BAT,KENT,55421,KENT - NANOTEK (SILVER) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,41200,7800,0,6,1,0,5150,975,0
Japan,Chubu,JTI,MEVIUS,113710,MEVIUS - PREMIUM MENTHOL OPTION PURPLE1 MENTHOL 100's RCB C,200,201400,1132000,1523200,12,12,12,3927300,22074000,29702400
Great Britain,London Heathrow,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,600,0,0,217200,0,0,11,0,0,40711
Malaysia,Johor Bahru,PMI,SAMPOERNA A,123655,SAMPOERNA A - (SKM) MENTHOL KS BOX SLIMS WHITE - MALAYSIA DF,200,0,15000,55000,0,3,11,0,6375,22875
Great Britain,London Gatwick,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,400,638000,739600,656800,12,12,11,135575,169903.35,165422
Uganda,Entebbe,PMI,MARLBORO,114700,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,316382,493149,426554,6,12,11,34802.02,54246.39,46920.94
Japan,Chubu,PMI,MARLBORO,125146,MARLBORO - TROPICAL SPLASH MENTHOL KS BOX C MUL WHITE - JAPAN DF,200,23600,139000,339800,5,12,12,515660,3037150,7424630
China,Hohhot Baita,PMI,PARLIAMENT,122802,PARLIAMENT - AQUA BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,4200,29600,0,1,10,0,2720,19980
Gabon,Gabon,PMI,MARLBORO,100863,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,138000,135600,255600,11,7,11,15525,4336775,21148999.95
France,Beauvais,PMI,MARLBORO,123636,MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,65200,80400,68000,12,12,11,19036.5,25304.6,22316.6
Morocco,Rabat,PMI,MARLBORO,125137,MARLBORO - (RED FWD) KS BOX TRANSPARENT BUNDLE - NORTH AFRICA DF,200,39600,0,0,1,0,0,6930,0,0
Italy,Bergamo,KING'S TOBACCO,THE KING,106307,THE KING - BLUE KS BOX,200,0,0,13000,0,0,6,0,0,2502.5
Brazil,Brasilia,JTI,GLAMOUR,54224,GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,200,0,0,200,0,0,0,0,0,30
Maldives,Male,PMI,L&M,123647,L&M - RED LABEL (5.0 CWB) KS RCB 600 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,600,0,3997,112756,0,1,11,0,424.8811,11985.9628
Turkey,Cukurova Airport,PMI,MARLBORO,107958,MARLBORO - EDGE (2.0) KS BOX SUPERSLIMS DCV WHITE - TURKEY DF,200,0,0,4200,0,0,2,0,0,891.56
China,Guangzhou Baiyun,PMI,MARLBORO,144489,MARLBORO - SOL SHUFFLE MENTHOL KS BOS C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,0,1612600,0,0,4,0,0,1486166.48
Sri Lanka,Colombo,CHINA NATIONAL,CHUNGHWA,43087,CHUNGHWA - KS BOX,200,247000,293000,373200,12,12,11,34326,71116,93300
Brazil,Recife,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,0,0,5400,0,0,3,0,0,810
Turkey,Ankara Airport,IMPERIAL BRANDS,DAVIDOFF,43244,DAVIDOFF - KS BOX,200,0,0,6800,0,0,5,0,0,1309
Martinique,Fort-de-France,PMI,MARLBORO,123636,MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,236400,1194000,850400,4,12,11,67078.5,338797.5,245450.6
Ivory Coast,Abidjan,PMI,MARLBORO,100863,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,102000,0,0,4,0,0,15130,0,0
Australia,Coolangatta,PMI,MARLBORO,99568,MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 25 TRANSPARENT BUNDLE - AUSTRALIA DOM,200,2000,3800,0,1,2,0,1340,2546,0
Spain,Sevilla,PMI,CHESTERFIELD,125048,CHESTERFIELD - ORIGINAL (4.0) KS BOX TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,200,59400,0,0,6,0,0,13077.45,0,0
Great Britain,London Southend Airport,JTI,STERLING,99392,STERLING - DUAL KS BOX C,200,8000,10800,12800,4,6,5,2080,3144,3926
Poland,Elblag,PMI,L&M,125817,L&M - RED LABEL (5.0 CWB) KS RCB TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,200,0,0,102000,0,0,4,0,0,77528
China,Shandong,KARELIA TOBACCO,KARELIA,53451,KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,0,35,0,0,0,0,0,,0
China,Changsha Huanghua,CHINA NATIONAL,FURONGWANG,52080,FURONGWANG - (BLUE) KS SOFT,200,2253,87674,162847,0,10,11,5181.9,201650.2,374548.1
Bahrain,Manama,IMPERIAL BRANDS,WEST,46754,WEST - BLUE KS BOX,200,0,179000,212800,0,10,11,0,7060.42,5361.24
Dominican Republic,La Romana,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,400,5600,15200,11200,3,6,4,798,2634.38,2023.91
Japan,Takamatsu,PMI,PARLIAMENT,97142,PARLIAMENT - AQUA BLUE 100's RCB WHITE - JAPAN DF,200,0,7200,7800,0,1,3,0,156240,169260
Indonesia,Ngurah Rai,BAT,STATE EXPRESS 555,44926,STATE EXPRESS 555 - KS BOX,200,16000,82000,76600,3,12,11,0,195599111.18,209428597.89
China,Yanji Zhaoyangchuan,CHINA NATIONAL,ZHONG NAN HAI,55456,ZHONG NAN HAI - EIGHT KS BOX,200,2352,85610,24220,1,11,3,764.4,27823.25,7871.5
Japan,Chubu,JTI,SEVEN STARS,46302,SEVEN STARS - KS BOX,200,245200,1519600,2720800,12,12,12,5026600,31151800,55776400
Saudi Arabia,Medina,BAT,DUNHILL,66953,DUNHILL - SWITCH CAPSULE KS OCTAGONAL PACK C,200,0,0,139800,0,0,9,0,0,81871.61
Egypt,Alexandria,PMI,MARLBORO,95582,MARLBORO - (RED FWD) KS BOX - EG05 NEW TEXT HW DF,200,458102,314795,232451,12,12,11,71005.81,48713.295,37006.57
Italy,Bergamo,JTI,CAMEL,43011,CAMEL - KS BOX,600,600,0,0,0,0,0,101,0,0
South Korea,Muan,KT & G,ESSE,58557,ESSE - SPECIAL GOLD 1MG 100's BOX SUPERSLIMS,200,0,0,42200,0,0,3,0,0,6963
Tunisia,Tunis,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,0,34000,135000,0,2,11,0,5950,23625
Colombia,Medellin Jose Maria Cordova,PMI,MARLBORO,139307,MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,0,7970,366459,0,2,11,0,876.7,40310.49
Macedonia,Skopje,PMI,MARLBORO,123438,MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,0,50000,401600,0,3,10,0,9125,73292
Greece,Heraklion Airport,PMI,MARLBORO,121228,MARLBORO - (RED FWD) KS SOFT 600 - ENGLISH GHW TPD2 DF - IDM GREECE,600,109800,63600,600,7,6,0,16836,11794.5,113.5
Canary Islands,Lanzarote,BAT,PRINCE,51121,PRINCE - ROUNDED TASTE KS BOX,200,18800,0,0,3,0,0,3379.3,0,0
Russia,St. Petersburg Pulkovo,JTI,SOBRANIE,44860,SOBRANIE - COCKTAIL KS BOX,200,28600,41800,36000,10,11,6,8515,12749,9037.97
Peru,Lima,BAT,VOGUE,45104,VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,600,0,0,141000,0,0,11,0,0,20445
Canary Islands,Fuerteventura,BAT,PALL MALL,53263,PALL MALL - (RED) KS BOX,200,857600,682000,671200,10,10,11,115561.6,185399.48,97368.59
South Korea,Seoul,BAT,DUNHILL,55329,DUNHILL - FINE CUT (GREEN) MENTHOL KS BOX,200,8600,116200,113000,2,12,11,1247,16849,16385
Chile,Santiago Arturo Merino Benitez,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,200,79400,86400,103200,7,10,11,14689,16416,19594.6
Oman,Muscat,PMI,PARLIAMENT,98901,PARLIAMENT - PLATINUM BLUE KS RCS 400 WHITE - GCC DF,400,0,522800,567200,0,12,11,0,44893.2,39201.4
Egypt,Luxor,PMI,MARLBORO,125840,MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,0,0,48800,0,0,3,0,0,7076
Tunisia,Tunis,BAT,PALL MALL,51685,PALL MALL - (BLUE) KS BOX,400,35600,29200,56000,12,10,10,4806,3942,7560
United Arab Emirates,Abu Dhabi,IMPERIAL BRANDS,DAVIDOFF,70865,DAVIDOFF - (WHITE) KS BOX,600,0,43800,257400,0,2,7,0,22246.13,138070
Greece,Chania,JTI,SILK CUT,46016,SILK CUT - SILVER KS BOX,200,34000,71000,74800,4,7,7,5865,12247.5,12903
Italy,Pisa,JTI,WINSTON,53483,WINSTON - BLUE KS RCB,200,0,120800,110200,0,12,10,0,24748,23367
Tunisia,Enfidha,JTI,MAYFAIR,44279,MAYFAIR - KS BOX,600,0,0,41400,0,0,1,0,0,7084.92
France,Nice,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,138800,283600,314600,11,12,11,35047,82788.8,95825.5
Canary Islands,Fuerteventura,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,200,274800,368200,357800,12,12,11,44655,67669.61,75122.88
Djibouti,Djibouti,PMI,MARLBORO,114700,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,38400,57600,0,1,1,0,4955.52,6922.56,0
United Arab Emirates,Ras El Khaymah,PMI,MARLBORO,124493,MARLBORO - TOUCH 3.5 KS RCS 400 SLIMS TRANSPARENT BUNDLE WHITE - UAE DF,400,12400,129200,189200,1,10,11,1702.21,17735.93,25972.43
Turkey,Diyarbakir Airport,PMI,PARLIAMENT,85806,PARLIAMENT - NIGHT BLUE KS RCB WHITE - TURKEY DF,400,0,0,36800,0,0,3,0,0,3312
Great Britain,Glasgow Prestwick,JTI,STERLING,99392,STERLING - DUAL KS BOX C,400,4800,32000,33200,1,11,11,1008,7276.47,8190
Colombia,Cali,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,1400,13800,8800,1,5,3,189,1863,1188
Turkey,Bodrum Airport,PMI,MARLBORO,123074,MARLBORO - GOLD (3.5) 100's SOFT 400 TRANSPARENT BUNDLE - TURKEY DF,400,0,0,130800,0,0,9,0,0,27762.3
Turkey,Dalaman Airport,BAT,DUNHILL,93057,DUNHILL - BOOST MINT MENTHOL KS BOX C,200,9400,0,0,2,0,0,2060.3,0,0
South Korea,Busan - Kimhae,KT & G,THE ONE,95177,THE ONE - CHANGE 1MG KS OCTAGONAL PACK C,200,127600,562000,572800,8,12,11,18752.11,83237.94,85124.41
Guatemala,Guatemala City,BAT,NEWPORT,44309,NEWPORT - MENTHOL KS BOX,200,65400,11000,136800,7,1,11,8829,1485,18468
United Arab Emirates,Sharjah,PMI,PARLIAMENT,120601,PARLIAMENT - PLATINUM BLUE KS RCS JUMBO RC WHITE - UAE DF,200,755200,942600,988800,12,12,11,113280,175417.86,226457.94
Russia,Sochi,PMI,MARLBORO,121978,MARLBORO - (GOLD 3.0) KS RCS WHITE - RUSSIA DF - IDM RUSSIA,200,0,63200,172600,0,12,11,0,10639.34,29479.45
Great Britain,Glasgow Prestwick,IMPERIAL BRANDS,REGAL,44605,REGAL - KS BOX,400,38800,48000,36400,11,12,9,9413,12249.04,10045
Malaysia,Kuala Lumpur,JTI,MEVIUS,88917,MEVIUS - PREMIUM MENTHOL 8 MENTHOL KS RCB,200,0,824000,1132000,0,12,10,0,475285.45,705279.25
Switzerland,Geneva,IMPERIAL BRANDS,DAVIDOFF,88459,DAVIDOFF - CLASSIC KS BOX,400,48800,50000,87200,11,12,11,12065.8,12362.5,21560.2
